state,year,law,definition,status,link
Connecticut,2016,reportdealer,Reporting of sales records to the state required for licensed dealers for all firearm sales,Current,
Connecticut,2016,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
Connecticut,2016,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
Connecticut,2016,security,At least one store security precaution required,Current,
Connecticut,2016,permit,A license or permit is required to purchase all firearms,Current,
Connecticut,2016,permith,A license or permit is required to purchase handguns,Current,
Connecticut,2016,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
Connecticut,2016,training,Safety training or testing required prior to issuing a firearm license or permit,Current,
Connecticut,2016,permitlaw,Permit process involves law enforcement,Current,
Connecticut,2016,ammpermit,Permit required to purchase ammunition,Current,
Connecticut,2016,ammrestrict,Sale of ammunition is restricted to all the same categories as firearms,Current,
Connecticut,2016,age21handgunsale,Purchase of handguns from licensed dealers and private sellers restricted to age 21 and older,Current,
Connecticut,2016,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Connecticut,2016,age21handgunpossess,No possession of handguns until age 21,Current,
Connecticut,2016,age18longgunpossess,No possession of long guns until age 18,Current,
Connecticut,2016,loststolen,Mandatory reporting of lost and stolen guns by firearm owners,Current,
Connecticut,2016,amm18,Ammunition sales not allowed to persons under age 18 for any type of ammunition (all firearms),Current,
Connecticut,2016,amm21h,Ammunition sales not allowed to persons under age 21 for handguns,Current,
Connecticut,2016,universal,Universal background checks required at point of transfer for all firearms,Current,
Connecticut,2016,universalh,Universal background check required at point of transfer for handguns,Current,
Connecticut,2016,gunshow,Background checks required for all gun show firearm sales at point of purchase,Current,
Connecticut,2016,gunshowh,Background checks required for purchase of handguns at gun shows at point of purchase,Current,
Connecticut,2016,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
Connecticut,2016,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
Connecticut,2016,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
Connecticut,2016,ammbackground,Background checks required for ammunition purchase,Current,
Connecticut,2016,mentalhealth,Required background checks include an explicit requirement for search of state mental health records,Current,
Connecticut,2016,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
Connecticut,2016,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
Connecticut,2016,assault,Assault weapons sales ban beyond just assault pistols,Current,
Connecticut,2016,onefeature,Assault weapons defined by only one feature,Current,
Connecticut,2016,assaultlist,Assault weapons included in a list of banned weapons,Current,
Connecticut,2016,assaultregister,Grandfathered weapons must be registered,Current,
Connecticut,2016,assaulttransfer,Transfer of grandfathered weapons is prohibited,Current,
Connecticut,2016,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
Connecticut,2016,tenroundlimit,Ban includes a 10-round limit (not a 15 or higher round limit),Current,
Connecticut,2016,gvrolawenforcement,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who is deemed by a judge to represent a threat to themselves or others,Current,
Connecticut,2016,gvrolawmentalhealth,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who by virtue of impaired mental health is deemed by a judge to represent a threat to themselves or others,Current,
Connecticut,2016,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Connecticut,2016,permitconcealed,Permit required to carry concealed weapons,Current,
Connecticut,2016,mayissue,"""May issue"" state",Current,
Connecticut,2016,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
Connecticut,2016,ccbackground,Concealed carry permit process requires a background check,Current,
Connecticut,2016,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
Connecticut,2016,nosyg,No stand your ground law,Current,
Connecticut,2016,lockd,Safety lock required for handguns sold through dealers,Current,
Connecticut,2016,lockp,Safety lock required for handguns sold through private sellers,Current,
Connecticut,2016,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Connecticut,2016,cap16,Criminal liability applies to children less than 16 years old,Current,
Connecticut,2016,cap14,Criminal liability applies to children less than 14 years old,Current,
Connecticut,2016,liability,Strict liability for damages resulting from illegal gun sales,Current,
Connecticut,2016,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
Connecticut,2016,preemption,State law does not preempt local regulation of firearms,Current,
Connecticut,2016,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Connecticut,2016,mcdvdating,MCDV convictions are prohibiting if the victim is a dating partner of the offender,Current,
Connecticut,2016,mcdvsurrender,State law automatically requires MCDV offenders to surrender their firearms,Current,
Connecticut,2016,mcdvsurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
Connecticut,2016,mcdvsurrenderdating,The surrender provisions apply if the defendant is a dating partner of the victim,Current,
Connecticut,2016,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Connecticut,2016,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Connecticut,2016,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Connecticut,2016,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
